File,Class
1_1.mat,0.977995271999
1_2.mat,0.431986181125
1_3.mat,0.964334615323
1_4.mat,0.982438018144
1_5.mat,0.964022231519
1_6.mat,0.963709187620
1_7.mat,0.984299022420
1_8.mat,0.941167225218
1_9.mat,0.773924006727
1_10.mat,0.963602702437
1_11.mat,0.970957382994
1_12.mat,0.955356070220
1_13.mat,0.977052458630
1_14.mat,0.972442085772
1_15.mat,0.902342336187
1_16.mat,0.938959266013
1_17.mat,0.990168223464
1_18.mat,0.900401222448
1_19.mat,0.992664728885
1_20.mat,0.979202080593
1_21.mat,0.959678267172
1_22.mat,0.985749241585
1_23.mat,0.921613963492
1_24.mat,0.970166389872
1_25.mat,0.483146440363
1_26.mat,0.986534360474
1_27.mat,0.925506043445
1_28.mat,0.237541541781
1_29.mat,0.637729194964
1_30.mat,0.935835964250
1_31.mat,0.933607029068
1_32.mat,0.978409916433
1_33.mat,0.748107258468
1_34.mat,0.954050652204
1_35.mat,0.957753863408
1_36.mat,0.938550189906
1_37.mat,0.965428482997
1_38.mat,0.941305507769
1_39.mat,0.947073722266
1_40.mat,0.962938715574
1_41.mat,0.951051369548
1_42.mat,0.964036692911
1_43.mat,0.830515632620
1_44.mat,0.724770362644
1_45.mat,0.955662319456
1_46.mat,0.962666005370
1_47.mat,0.969699088290
1_48.mat,0.948471197666
1_49.mat,0.971431759772
1_50.mat,0.947097285438
1_51.mat,0.957362170165
1_52.mat,0.939038840523
1_53.mat,0.961099219937
1_54.mat,0.969176947002
1_55.mat,0.955972814211
1_56.mat,0.940442524940
1_57.mat,0.973169087242
1_58.mat,0.679804002717
1_59.mat,0.966468665074
1_60.mat,0.944402524420
1_61.mat,0.973881650053
1_62.mat,0.950131184871
1_63.mat,0.949576829773
1_64.mat,0.978688963834
1_65.mat,0.977170784324
1_66.mat,0.980006090548
1_67.mat,0.937100239770
1_68.mat,0.980161446587
1_69.mat,0.951341394880
1_70.mat,0.936551613393
1_71.mat,0.926406928797
1_72.mat,0.960269345958
1_73.mat,0.849508230683
1_74.mat,0.945891006133
1_75.mat,0.953228530310
1_76.mat,0.978438502996
1_77.mat,0.979652353057
1_78.mat,0.897635682892
1_79.mat,0.861048336084
1_80.mat,0.520601848099
1_81.mat,0.983851532531
1_82.mat,0.941539091457
1_83.mat,0.970817442317
1_84.mat,0.417164073991
1_85.mat,0.974303467093
1_86.mat,0.483146440363
1_87.mat,0.971442972515
1_88.mat,0.878662192172
1_89.mat,0.908962942847
1_90.mat,0.985349328043
1_91.mat,0.960738687730
1_92.mat,0.940553265905
1_93.mat,0.935918929520
1_94.mat,0.969984547551
1_95.mat,0.981401197541
1_96.mat,0.948541822052
1_97.mat,0.483146440363
1_98.mat,0.945403299298
1_99.mat,0.971869608428
1_100.mat,0.962772627225
1_101.mat,0.483146440363
1_102.mat,0.947148412005
1_103.mat,0.953264560747
1_104.mat,0.974288127494
1_105.mat,0.959605243461
1_106.mat,0.970436002994
1_107.mat,0.980713380705
1_108.mat,0.788246901772
1_109.mat,0.965183070190
1_110.mat,0.483146440363
1_111.mat,0.982580216022
1_112.mat,0.971865451303
1_113.mat,0.946008724966
1_114.mat,0.938048809019
1_115.mat,0.964231304172
1_116.mat,0.946418598902
1_117.mat,0.931835767900
1_118.mat,0.973282328444
1_119.mat,0.893533405061
1_120.mat,0.969405092797
1_121.mat,0.977381797830
1_122.mat,0.898702678017
1_123.mat,0.972552736236
1_124.mat,0.975742899777
1_125.mat,0.957161405184
1_126.mat,0.978202689736
1_127.mat,0.483146440363
1_128.mat,0.958997085409
1_129.mat,0.951846375945
1_130.mat,0.483146440363
1_131.mat,0.976663542367
1_132.mat,0.483146440363
1_133.mat,0.971817718743
1_134.mat,0.483146440363
1_135.mat,0.975387589969
1_136.mat,0.961131794851
1_137.mat,0.951218926201
1_138.mat,0.955898535171
1_139.mat,0.958204577056
1_140.mat,0.970824073875
1_141.mat,0.967638004107
1_142.mat,0.943667251552
1_143.mat,0.985501022180
1_144.mat,0.976183469329
1_145.mat,0.773582374111
1_146.mat,0.937319706979
1_147.mat,0.944126323551
1_148.mat,0.953374158544
1_149.mat,0.483146440363
1_150.mat,0.966863236887
1_151.mat,0.980771675569
1_152.mat,0.931954901587
1_153.mat,0.950830857589
1_154.mat,0.837910960161
1_155.mat,0.483146440363
1_156.mat,0.649882505912
1_157.mat,0.970651834630
1_158.mat,0.954581838604
1_159.mat,0.968358424191
1_160.mat,0.738325449312
1_161.mat,0.836475255848
1_162.mat,0.986580932064
1_163.mat,0.974307963071
1_164.mat,0.978038344753
1_165.mat,0.987154172631
1_166.mat,0.979140403963
1_167.mat,0.927837153869
1_168.mat,0.971242232609
1_169.mat,0.982943924979
1_170.mat,0.971199720284
1_171.mat,0.662828450720
1_172.mat,0.990991090254
1_173.mat,0.963105889267
1_174.mat,0.948560385238
1_175.mat,0.986482277317
1_176.mat,0.947065740968
1_177.mat,0.940960645826
1_178.mat,0.946524268822
1_179.mat,0.483146440363
1_180.mat,0.980225163678
1_181.mat,0.913014060442
1_182.mat,0.943499572677
1_183.mat,0.731689069846
1_184.mat,0.966137054284
1_185.mat,0.974953616740
1_186.mat,0.487230297606
1_187.mat,0.970480364904
1_188.mat,0.951508325006
1_189.mat,0.985247740590
1_190.mat,0.387295070151
1_191.mat,0.973812493994
1_192.mat,0.970824702922
1_193.mat,0.972912814038
1_194.mat,0.946032520115
1_195.mat,0.954869808755
1_196.mat,0.965582485364
1_197.mat,0.947046475593
1_198.mat,0.973037411656
1_199.mat,0.979719731966
1_200.mat,0.483146440363
1_201.mat,0.966686981561
1_202.mat,0.974926020366
1_203.mat,0.992687336730
1_204.mat,0.972700019420
1_205.mat,0.954706781474
1_206.mat,0.845974983253
1_207.mat,0.961101771561
1_208.mat,0.595368585588
1_209.mat,0.886020363759
1_210.mat,0.784264852473
1_211.mat,0.483146440363
1_212.mat,0.952418500702
1_213.mat,0.967614515686
1_214.mat,0.483146440363
1_215.mat,0.915160536941
1_216.mat,0.937884207807
1_217.mat,0.872242044657
1_218.mat,0.927961041993
1_219.mat,0.954505715785
1_220.mat,0.981922884747
1_221.mat,0.948873393695
1_222.mat,0.963320577978
1_223.mat,0.987505395557
1_224.mat,0.969033057587
1_225.mat,0.926436380639
1_226.mat,0.974856203752
1_227.mat,0.950888663835
1_228.mat,0.483146440363
1_229.mat,0.818259439093
1_230.mat,0.974526507007
1_231.mat,0.968811382775
1_232.mat,0.990942244720
1_233.mat,0.892539797323
1_234.mat,0.483146440363
1_235.mat,0.115980217076
1_236.mat,0.962248777834
1_237.mat,0.902536062429
1_238.mat,0.969896130529
1_239.mat,0.483146440363
1_240.mat,0.516167942019
1_241.mat,0.960836396538
1_242.mat,0.483146440363
1_243.mat,0.966944697309
1_244.mat,0.952359112774
1_245.mat,0.986549329662
1_246.mat,0.972828780584
1_247.mat,0.827635857277
1_248.mat,0.937869163933
1_249.mat,0.973751815728
1_250.mat,0.982442386351
1_251.mat,0.938532406889
1_252.mat,0.483146440363
1_253.mat,0.988915503355
1_254.mat,0.483146440363
1_255.mat,0.916322091031
1_256.mat,0.972688733437
1_257.mat,0.953365497660
1_258.mat,0.483146440363
1_259.mat,0.949995117959
1_260.mat,0.978665254307
1_261.mat,0.671520003862
1_262.mat,0.947407067742
1_263.mat,0.943740412700
1_264.mat,0.957628714423
1_265.mat,0.945581753152
1_266.mat,0.319626314291
1_267.mat,0.982960542062
1_268.mat,0.951958328765
1_269.mat,0.942603858595
1_270.mat,0.962270462204
1_271.mat,0.950109562464
1_272.mat,0.707789685408
1_273.mat,0.974479207742
1_274.mat,0.938980192163
1_275.mat,0.920276434810
1_276.mat,0.990496699986
1_277.mat,0.936956333330
1_278.mat,0.893740691579
1_279.mat,0.968113204973
1_280.mat,0.974535441995
1_281.mat,0.960127585762
1_282.mat,0.902652278410
1_283.mat,0.962439554502
1_284.mat,0.936981940000
1_285.mat,0.976029185082
1_286.mat,0.248043318763
1_287.mat,0.976065785650
1_288.mat,0.836636163021
1_289.mat,0.483146440363
1_290.mat,0.976664999797
1_291.mat,0.978068787374
1_292.mat,0.967905470635
1_293.mat,0.290456343282
1_294.mat,0.483146440363
1_295.mat,0.758937347283
1_296.mat,0.483146440363
1_297.mat,0.483146440363
1_298.mat,0.933256420488
1_299.mat,0.961656416626
1_300.mat,0.973315610906
1_301.mat,0.965673381006
1_302.mat,0.983616184952
1_303.mat,0.951868297104
1_304.mat,0.958725452417
1_305.mat,0.939929062144
1_306.mat,0.548106241206
1_307.mat,0.944709153175
1_308.mat,0.980359897375
1_309.mat,0.987564570628
1_310.mat,0.962848806000
1_311.mat,0.967647598529
1_312.mat,0.953394024972
1_313.mat,0.938436794484
1_314.mat,0.759701058698
1_315.mat,0.966762051358
1_316.mat,0.942792835973
1_317.mat,0.535651068035
1_318.mat,0.955021466286
1_319.mat,0.949079967769
1_320.mat,0.483146440363
1_321.mat,0.957350997537
1_322.mat,0.978869956631
1_323.mat,0.922147250119
1_324.mat,0.979696001451
1_325.mat,0.890551629098
1_326.mat,0.483146440363
1_327.mat,0.911834490581
1_328.mat,0.958521967601
1_329.mat,0.893062929932
1_330.mat,0.975035767445
1_331.mat,0.977060934949
1_332.mat,0.891305987629
1_333.mat,0.924560372160
1_334.mat,0.941401571848
1_335.mat,0.980554653345
1_336.mat,0.957958891374
1_337.mat,0.985432585547
1_338.mat,0.906971898997
1_339.mat,0.991578813021
1_340.mat,0.959916931450
1_341.mat,0.977334482852
1_342.mat,0.983955620748
1_343.mat,0.483146440363
1_344.mat,0.909441279961
1_345.mat,0.928530358791
1_346.mat,0.483795209644
1_347.mat,0.483146440363
1_348.mat,0.966132967781
1_349.mat,0.817123444059
1_350.mat,0.819042274295
1_351.mat,0.961683437816
1_352.mat,0.949038755410
1_353.mat,0.771293084814
1_354.mat,0.975310710636
1_355.mat,0.932044899107
1_356.mat,0.885814652296
1_357.mat,0.972186406099
1_358.mat,0.971324592883
1_359.mat,0.957505802531
1_360.mat,0.961801662699
1_361.mat,0.944551446100
1_362.mat,0.983321493617
1_363.mat,0.955379606032
1_364.mat,0.951811417762
1_365.mat,0.936379574487
1_366.mat,0.962165530183
1_367.mat,0.972684109369
1_368.mat,0.976426524447
1_369.mat,0.475953810091
1_370.mat,0.987694216629
1_371.mat,0.944569612300
1_372.mat,0.868935643758
1_373.mat,0.971525523661
1_374.mat,0.896982213608
1_375.mat,0.950604452379
1_376.mat,0.989708356563
1_377.mat,0.963960309148
1_378.mat,0.926988203317
1_379.mat,0.954513521862
1_380.mat,0.903221250550
1_381.mat,0.970042114220
1_382.mat,0.962209983347
1_383.mat,0.973964791713
1_384.mat,0.903542839478
1_385.mat,0.959511558992
1_386.mat,0.990042828248
1_387.mat,0.970452096213
1_388.mat,0.967788512075
1_389.mat,0.972292291278
1_390.mat,0.942464230823
1_391.mat,0.962720778663
1_392.mat,0.974740021890
1_393.mat,0.956953531174
1_394.mat,0.855022627789
1_395.mat,0.922400659109
1_396.mat,0.978547577463
1_397.mat,0.966383398091
1_398.mat,0.957954700906
1_399.mat,0.980948458360
1_400.mat,0.973916613504
1_401.mat,0.970543319329
1_402.mat,0.967668233126
1_403.mat,0.962094804660
1_404.mat,0.546603673117
1_405.mat,0.483146440363
1_406.mat,0.986193312193
1_407.mat,0.956257470457
1_408.mat,0.922266374955
1_409.mat,0.370227900097
1_410.mat,0.971066356988
1_411.mat,0.980323771469
1_412.mat,0.951566167870
1_413.mat,0.974375205015
1_414.mat,0.939879059384
1_415.mat,0.956325931308
1_416.mat,0.993540446149
1_417.mat,0.961521015482
1_418.mat,0.982028429962
1_419.mat,0.983497532471
1_420.mat,0.780819489683
1_421.mat,0.970195772399
1_422.mat,0.950637297161
1_423.mat,0.973898838795
1_424.mat,0.921472303844
1_425.mat,0.968496065204
1_426.mat,0.978229485300
1_427.mat,0.935394950313
1_428.mat,0.965394023505
1_429.mat,0.923476624566
1_430.mat,0.959473223063
1_431.mat,0.977772303697
1_432.mat,0.988197183781
1_433.mat,0.483146440363
1_434.mat,0.975972711887
1_435.mat,0.561188212980
1_436.mat,0.981553322773
1_437.mat,0.964214889507
1_438.mat,0.938014495535
1_439.mat,0.876408468132
1_440.mat,0.961710029918
1_441.mat,0.958171146205
1_442.mat,0.974595295883
1_443.mat,0.896404008203
1_444.mat,0.929038798415
1_445.mat,0.862757541139
1_446.mat,0.483146440363
1_447.mat,0.483146440363
1_448.mat,0.947478855552
1_449.mat,0.971751255109
1_450.mat,0.945575892739
1_451.mat,0.833104248303
1_452.mat,0.969652367863
1_453.mat,0.982559776772
1_454.mat,0.948826901142
1_455.mat,0.483146440363
1_456.mat,0.952911239686
1_457.mat,0.964715563060
1_458.mat,0.946359980113
1_459.mat,0.942910801538
1_460.mat,0.970437124038
1_461.mat,0.930770590139
1_462.mat,0.978445284427
1_463.mat,0.483146440363
1_464.mat,0.950222708319
1_465.mat,0.975684432730
1_466.mat,0.829287420929
1_467.mat,0.981883785596
1_468.mat,0.707151650769
1_469.mat,0.980067136860
1_470.mat,0.938771592424
1_471.mat,0.957107067718
1_472.mat,0.907169333131
1_473.mat,0.151839555562
1_474.mat,0.982835808064
1_475.mat,0.918708933730
1_476.mat,0.944266776295
1_477.mat,0.975020229270
1_478.mat,0.978864896342
1_479.mat,0.678522051537
1_480.mat,0.973036970337
1_481.mat,0.963494150168
1_482.mat,0.928807578141
1_483.mat,0.483146440363
1_484.mat,0.958859627587
1_485.mat,0.963530009392
1_486.mat,0.960319551447
1_487.mat,0.978301695022
1_488.mat,0.741523451056
1_489.mat,0.905962306282
1_490.mat,0.986480555027
1_491.mat,0.960636281255
1_492.mat,0.951814985036
1_493.mat,0.976535142234
1_494.mat,0.934825961350
1_495.mat,0.926356090011
1_496.mat,0.992227310322
1_497.mat,0.585310262579
1_498.mat,0.942486284931
1_499.mat,0.980661488759
1_500.mat,0.931181050349
1_501.mat,0.960197813607
1_502.mat,0.920459072064
1_503.mat,0.953551883656
1_504.mat,0.793711579141
1_505.mat,0.483146440363
1_506.mat,0.979304454720
1_507.mat,0.973574600324
1_508.mat,0.752943533294
1_509.mat,0.976611362790
1_510.mat,0.945170948470
1_511.mat,0.968611182835
1_512.mat,0.953706001307
1_513.mat,0.940400998789
1_514.mat,0.977253650950
1_515.mat,0.803723771425
1_516.mat,0.934874491119
1_517.mat,0.972128700663
1_518.mat,0.978428285815
1_519.mat,0.954347920256
1_520.mat,0.966699511745
1_521.mat,0.949777572368
1_522.mat,0.978322495495
1_523.mat,0.483146440363
1_524.mat,0.483146440363
1_525.mat,0.979018091946
1_526.mat,0.729797591984
1_527.mat,0.980908503238
1_528.mat,0.879527999970
1_529.mat,0.783553503449
1_530.mat,0.976014727747
1_531.mat,0.935473709858
1_532.mat,0.483146440363
1_533.mat,0.960786845107
1_534.mat,0.978300596606
1_535.mat,0.980120387401
1_536.mat,0.895917410901
1_537.mat,0.483146440363
1_538.mat,0.483146440363
1_539.mat,0.483146440363
1_540.mat,0.963211213451
1_541.mat,0.989291634010
1_542.mat,0.964110768920
1_543.mat,0.974811265072
1_544.mat,0.968372943468
1_545.mat,0.961948346853
1_546.mat,0.753286089613
1_547.mat,0.920270204496
1_548.mat,0.975564890626
1_549.mat,0.969663654046
1_550.mat,0.931902931009
1_551.mat,0.621617476666
1_552.mat,0.947655187202
1_553.mat,0.975180407164
1_554.mat,0.970134975134
1_555.mat,0.957701432887
1_556.mat,0.992873349462
1_557.mat,0.971344631654
1_558.mat,0.973796946523
1_559.mat,0.979128889127
1_560.mat,0.959069348744
1_561.mat,0.959513196006
1_562.mat,0.987642504189
1_563.mat,0.955055902288
1_564.mat,0.952561721740
1_565.mat,0.986932702649
1_566.mat,0.970307383892
1_567.mat,0.944859223291
1_568.mat,0.483146440363
1_569.mat,0.867163001099
1_570.mat,0.965921527359
1_571.mat,0.975467452312
1_572.mat,0.981404989278
1_573.mat,0.952174076514
1_574.mat,0.952202363736
1_575.mat,0.748690218892
1_576.mat,0.954037929781
1_577.mat,0.952760768466
1_578.mat,0.981712829403
1_579.mat,0.982349485426
1_580.mat,0.483146440363
1_581.mat,0.934701573283
1_582.mat,0.983456562509
1_583.mat,0.977158762232
1_584.mat,0.989659602561
1_585.mat,0.977117898579
1_586.mat,0.984225658154
1_587.mat,0.971930396522
1_588.mat,0.905676128333
1_589.mat,0.956261786314
1_590.mat,0.981733750197
1_591.mat,0.956088664022
1_592.mat,0.969019505106
1_593.mat,0.950831161984
1_594.mat,0.977727436253
1_595.mat,0.483146440363
1_596.mat,0.974416120249
1_597.mat,0.976743628193
1_598.mat,0.944049991433
1_599.mat,0.930469557291
1_600.mat,0.483146440363
1_601.mat,0.689400532213
1_602.mat,0.975621032285
1_603.mat,0.973025688651
1_604.mat,0.948859743000
1_605.mat,0.955941144391
1_606.mat,0.964800825900
1_607.mat,0.989651863338
1_608.mat,0.973660826714
1_609.mat,0.958111524308
1_610.mat,0.970402370460
1_611.mat,0.483146440363
1_612.mat,0.980685853044
1_613.mat,0.972823021688
1_614.mat,0.970656445081
1_615.mat,0.980616612683
1_616.mat,0.932143094241
1_617.mat,0.880408173463
1_618.mat,0.958120293367
1_619.mat,0.988311480150
1_620.mat,0.971828413778
1_621.mat,0.483146440363
1_622.mat,0.930490103660
1_623.mat,0.684990014355
1_624.mat,0.975490360076
1_625.mat,0.239103498406
1_626.mat,0.961181877836
1_627.mat,0.981410971860
1_628.mat,0.952268141303
1_629.mat,0.947771383127
1_630.mat,0.976215412386
1_631.mat,0.985372845069
1_632.mat,0.974005519057
1_633.mat,0.970685162703
1_634.mat,0.946225755922
1_635.mat,0.943367938940
1_636.mat,0.483146440363
1_637.mat,0.984097413036
1_638.mat,0.483146440363
1_639.mat,0.975334204345
1_640.mat,0.483146440363
1_641.mat,0.948898837551
1_642.mat,0.483146440363
1_643.mat,0.918939091477
1_644.mat,0.801205432272
1_645.mat,0.483146440363
1_646.mat,0.976370543807
1_647.mat,0.962744106139
1_648.mat,0.970126544365
1_649.mat,0.979879594869
1_650.mat,0.963852274703
1_651.mat,0.881397080871
1_652.mat,0.981990390178
1_653.mat,0.943564050907
1_654.mat,0.975788205345
1_655.mat,0.964773828529
1_656.mat,0.636332916776
1_657.mat,0.971175515834
1_658.mat,0.969211614204
1_659.mat,0.483146440363
1_660.mat,0.920530028490
1_661.mat,0.958890025773
1_662.mat,0.940381108903
1_663.mat,0.976827832499
1_664.mat,0.979398493409
1_665.mat,0.958110049542
1_666.mat,0.886771968497
1_667.mat,0.951392876797
1_668.mat,0.838062050984
1_669.mat,0.958271361560
1_670.mat,0.697515529843
1_671.mat,0.966567909370
1_672.mat,0.483146440363
1_673.mat,0.949228622618
1_674.mat,0.959329999922
1_675.mat,0.992417654188
1_676.mat,0.945380066782
1_677.mat,0.963866229647
1_678.mat,0.957538460254
1_679.mat,0.887348919235
1_680.mat,0.934524819999
1_681.mat,0.935933725142
1_682.mat,0.948854707708
1_683.mat,0.966825371778
1_684.mat,0.977408847892
1_685.mat,0.101002021610
1_686.mat,0.289004549377
